"ID";"P03";"P05";"P06";"P07";"P08";"P12";"P1301";"P1302";"P1303";"P1304";"P1305";"P1306";"P1307";"P1308";"P1309";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P231";"P232";"P233";"P234";"P235";"P236";"P237";"P238";"P24";"P251";"P252";"P253";"P254";"P255";"P256";"P257";"P258";"P2601";"P2602";"P2603";"P2604";"P2605";"P2606";"P2607";"P2608";"P2609";"P2610";"P2611";"P2612";"P2613";"P2614";"P2615";"P2701";"P2702";"P2703";"P2704";"P2705";"P2706";"P2707";"P2708";"P2709";"P2710";"P2711";"P2712";"P2713";"P2714";"P2715";"P2716";"P2717";"P2718";"P28";"P29";"P30";"P32";"P3101";"P3102";"P3103";"P3104";"P3105";"P3106";"P3107";"P3108";"P3109";"P3110";"P3111";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"REGIAO";"P09";"P10";"P11";"P17";"P18';"PropFM",,,
38;São Paulo;Não;Na família;Muito machista;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Sim;Não;<b>30 a 39 anos</b>;No;Yes;No;No;No;No;No;No;No;No;No;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;80514,7041223404,
39;Minas Gerais;Não;Na família;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Central de Atendimento à Mulher (Ligue 180)</b>;Sim;Não;No;No;Yes;No;No;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>30 a 39 anos</b>;Yes;No;No;No;No;No;No;No;No;No;No;<b>De 30 a 39 anos</b>;<b>Separada</b>;Sim;<b>Pós-graduação COMPLETA</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Funcionária de empresa privada</b>;Preta;Sudeste;;;Sim;Não;<b>Deve</b>;34962,6532738095
40;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;No;No;No;Yes;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Não sei </b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;105332,52631579,,
41;Minas Gerais;Às vezes;Na rua;Pouco machista;Diminuiu;Na minoria das vezes;No;No;No;Yes;Yes;No;Yes;No;No;Sim;Sim;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Não;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Sudeste;;;Não;Sim;<b>Deve</b>;77150,5154798762,,
42;São Paulo;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;<b>Não sei (Não Ler)</b>;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Desempregada</b>;Parda;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;62771,4925373134,,
43;Minas Gerais;Não;Na família;Muito machista;Aumentou;Não denunciam;Yes;Yes;No;No;No;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;No;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;102668,588815789,,
44;Minas Gerais;Às vezes;Na família;Pouco machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;Yes;Yes;Yes;Yes;No;No;No;Sim;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>0 a 15 anos</b>;No;Yes;No;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;29314,6071428571,
45;São Paulo;Sim;Na família;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;No;Yes;No;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;No;No;No;No;No;Yes;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Prefiro não responder </b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Não;Sim;Não;Sim;<b>Deve</b>;19341,85,,
46;Minas Gerais;Não;;Pouco machista;Continuou igual;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Não;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;;;Sim;Sim;<b>Deve</b>;126584,555555556,
47;Minas Gerais;Não;Na rua;Muito machista;Continuou igual;Sempre;No;No;No;Yes;No;No;No;No;No;Sim;Não;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>30 a 39 anos</b>;No;No;Yes;No;No;No;No;No;No;No;No;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Parda;Sudeste;;;Sim;Sim;<b>Deve</b>;123254,42251462,
48;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;No;Yes;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;34962,6532738095
49;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>A vítima</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>16 a 17 anos</b>;No;No;No;No;No;Yes;No;No;No;No;No;<b>De 50 a 59 anos</b>;<b>Divorciada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;119924,289473684,,
50;São Paulo;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;Yes;Yes;No;No;No;No;No;No;No;Sim;Não;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;Yes;No;No;No;No;No;No;Sim;Yes;Yes;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>30 a 39 anos</b>;Yes;No;No;No;No;No;No;No;No;No;No;<b>De 40 a 49 anos</b>;<b>União estável</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;34179,1381118881
51;São Paulo;Não;Na rua;Pouco machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;Yes;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Sim;<b>20 a 29 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;;;Sim;Não;<b>Deve</b>;59797,1922146027,
52;Minas Gerais;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;No;Yes;No;Yes;No;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Não;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Parda;Sudeste;Não;Sim;Sim;Sim;<b>Deve</b>;80514,7041223404,
53;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;102668,588815789,,
54;Minas Gerais;Sim;Na rua;Nada machista;Aumentou;Não denunciam;No;No;No;No;Yes;No;No;No;No;Sim;Não;Pouco;Não;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Viúva</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Aposentada / Pensionista</b>;Parda;Sudeste;Sim;Não;Sim;Não;<b>Não deve</b>;109377,845238095
55;São Paulo;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Desempregada</b>;Preta;Sudeste;;;Não;Sim;<b>Deve</b>;62771,4925373134,
56;São Paulo;Não;Na família;Pouco machista;Diminuiu;Na maioria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia da Mulher</b>;<b>Não sei  (Não Ler)</b>;;;;;;;;;;Sim;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Não;<b>Não sei</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>60 anos ou mais</b>;<b>Viúva</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Não sei</b>;Branca;Sudeste;;;Sim;Não;<b>Deve</b>;70071,85
57;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;No;Yes;No;Yes;No;No;Sim;Em parte;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;No;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Solteira</b>;Sim;<b>Não alfabetizado</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Amarela;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;126584,555555556,
58;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;No;No;Yes;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>União estável</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Indígena;Sudeste;Sim;Não;Sim;Não;<b>Deve</b>;62771,4925373134,
59;Minas Gerais;Não;Na família;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>20 a 29 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 40 a 49 anos</b>;<b>Viúva</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Aposentada / Pensionista</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;100005,125,
60;São Paulo;Não;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;No;Yes;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;38375,7307692308
61;Minas Gerais;Às vezes;Na família;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Não;;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Não;<b>30 a 39 anos</b>;No;No;No;Yes;No;Yes;No;No;No;No;No;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Sudeste;Sim;Não;Sim;Não;<b>Deve</b>;126584,555555556,
62;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Não denunciam;Yes;No;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>A vítima</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Não sei</b>;Parda;Sudeste;Sim;Não;Sim;Sim;<b>Deve</b>;87994,5957446808,,
63;São Paulo;Não;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;Yes;Yes;No;No;No;No;No;Sim;Em parte;Nada;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;No;No;Yes;No;No;No;No;No;Sim;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;62771,4925373134,
64;Minas Gerais;Às vezes;Na rua;Pouco machista;Continuou igual;Na minoria das vezes;No;No;Yes;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Sim;Não;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Sudeste;;;Sim;Sim;<b>Deve</b>;59797,1922146027,
65;Minas Gerais;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;59797,1922146027,
66;Minas Gerais;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;;;Sim;Sim;<b>Deve</b>;77150,5154798762,,
67;São Paulo;Não;No trabalho;Muito machista;Aumentou;Não denunciam;Yes;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Não sei </b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;17474,,,
68;São Paulo;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Sim;Não;Sim;<b>18 a 19 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Pós-graduação COMPLETA</b>;<b>Sem renda</b>;<b>Desempregada</b>;Branca;Sudeste;;;Não;Não;<b>Deve</b>;88613,555555556,,
69;Minas Gerais;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;Yes;No;No;Sim;Sim;Muito;Sim;<b>Delegacia comum</b>;Sim;Sim;No;No;No;No;No;Yes;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Servidora Pública/Funcionária Pública</b>;Parda;Sudeste;Não;Não;Sim;<b>Prefiro não responder (Não Ler)</b>;<b>Deve</b>;34962,6532738095
70;São Paulo;Às vezes;No trabalho;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;No;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;38375,7307692308
71;Minas Gerais;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;Yes;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;29314,6071428571,
72;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Funcionária de empresa privada</b>;Parda;Sudeste;Sim;Não;Sim;Sim;<b>Deve</b>;37020,1875
73;Minas Gerais;Não;Na família;Muito machista;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Não alfabetizado</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;<b>Não sei (Não Ler)</b>;Sudeste;Sim;Sim;Sim;Sim;<b>Não deve</b>;126584,555555556,
74;São Paulo;Às vezes;Na rua;Pouco machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Não;<b>Pós-graduação COMPLETA</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Aposentada / Pensionista</b>;Branca;Sudeste;;;Não;Sim;<b>Deve</b>;69610,96875
